E_number,Additive_name,Country,Status,Ban_or_Restriction_Date,Reason,Regulatory_authority,Category,Banned_In_Countries,Additive_Name,Ban_Date,Region,E_Number,INS_Code,Functional_Class,India_Status,EU_Status,US_Status,Canada_Status,Japan_Status,Australia_Status,Ban_Reason,Scientific_Concern,Risk_Level
FSSAI Prohibited,Synthetic Additive SA-620,India,Banned in India,2018-09-23,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-621,India,Banned in India,2019-06-01,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-622,India,Banned in India,2013-09-24,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-623,India,Banned in India,2006-06-02,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-624,India,Banned in India,2019-06-05,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-625,India,Banned in India,2001-11-21,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-626,India,Banned in India,2015-07-17,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-627,India,Banned in India,2015-03-22,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-628,India,Banned in India,2002-05-26,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-629,India,Banned in India,2002-08-10,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-630,India,Banned in India,2009-09-05,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-631,India,Banned in India,2015-07-14,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-632,India,Banned in India,2018-02-16,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-633,India,Banned in India,2005-06-22,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-634,India,Banned in India,2010-04-16,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-635,India,Banned in India,2005-05-27,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-636,India,Banned in India,2003-10-08,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-637,India,Banned in India,2022-11-08,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-638,India,Banned in India,2023-07-15,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-639,India,Banned in India,2008-04-27,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-640,India,Banned in India,2020-04-18,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-641,India,Banned in India,2011-07-31,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-642,India,Banned in India,2008-07-08,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-643,India,Banned in India,2017-09-13,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-644,India,Banned in India,2004-01-29,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-645,India,Banned in India,2014-12-30,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-646,India,Banned in India,2006-01-10,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-647,India,Banned in India,2024-03-15,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-648,India,Banned in India,2008-03-01,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-649,India,Banned in India,2010-07-09,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-650,India,Banned in India,2022-05-05,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-651,India,Banned in India,2005-06-10,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-652,India,Banned in India,2022-12-25,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-653,India,Banned in India,2021-08-24,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-654,India,Banned in India,2021-08-14,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-655,India,Banned in India,2013-08-23,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-656,India,Banned in India,2001-04-18,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-657,India,Banned in India,2019-07-05,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-658,India,Banned in India,2014-05-09,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-659,India,Banned in India,2008-10-07,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-660,India,Banned in India,2010-06-22,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-661,India,Banned in India,2020-06-21,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-662,India,Banned in India,2020-12-05,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-663,India,Banned in India,2009-03-12,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-664,India,Banned in India,2021-09-11,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-665,India,Banned in India,2009-12-09,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-666,India,Banned in India,2006-09-22,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-667,India,Banned in India,2001-05-06,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-668,India,Banned in India,2022-04-06,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-669,India,Banned in India,2000-10-26,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-670,India,Banned in India,2013-12-02,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-671,India,Banned in India,2017-04-10,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-672,India,Banned in India,2001-10-11,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-673,India,Banned in India,2021-04-23,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-674,India,Banned in India,2016-04-20,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-675,India,Banned in India,2002-01-12,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-676,India,Banned in India,2015-02-27,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-677,India,Banned in India,2014-11-14,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-678,India,Banned in India,2004-11-11,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-679,India,Banned in India,2022-09-27,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-680,India,Banned in India,2015-02-12,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-681,India,Banned in India,2018-02-20,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-682,India,Banned in India,2023-05-19,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-683,India,Banned in India,2023-02-05,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-684,India,Banned in India,2002-11-30,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-685,India,Banned in India,2024-05-17,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-686,India,Banned in India,2016-02-06,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-687,India,Banned in India,2004-11-19,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-688,India,Banned in India,2009-12-24,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-689,India,Banned in India,2000-02-17,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-690,India,Banned in India,2005-11-25,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-691,India,Banned in India,2006-07-19,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-692,India,Banned in India,2016-01-06,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-693,India,Banned in India,2020-07-06,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-694,India,Banned in India,2023-09-28,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-695,India,Banned in India,2012-10-03,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-696,India,Banned in India,2009-04-05,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-697,India,Banned in India,2004-01-30,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-698,India,Banned in India,2015-05-24,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-699,India,Banned in India,2014-09-05,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-700,India,Banned in India,2023-07-23,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-701,India,Banned in India,2021-06-21,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-702,India,Banned in India,2006-10-03,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-703,India,Banned in India,2013-07-12,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-704,India,Banned in India,2008-11-16,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-705,India,Banned in India,2000-10-13,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-706,India,Banned in India,2013-10-23,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-707,India,Banned in India,2021-08-23,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-708,India,Banned in India,2011-10-08,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-709,India,Banned in India,2004-10-10,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-710,India,Banned in India,2000-04-29,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-711,India,Banned in India,2007-01-11,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-712,India,Banned in India,2001-07-27,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-713,India,Banned in India,2018-07-25,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-714,India,Banned in India,2019-04-09,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-715,India,Banned in India,2009-12-20,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-716,India,Banned in India,2015-06-03,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-717,India,Banned in India,2018-08-10,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-718,India,Banned in India,2000-07-20,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-719,India,Banned in India,2009-06-27,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-720,India,Banned in India,2014-05-06,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-721,India,Banned in India,2024-12-16,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-722,India,Banned in India,2021-06-28,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-723,India,Banned in India,2021-05-03,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-724,India,Banned in India,2000-12-31,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-725,India,Banned in India,2020-04-04,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-726,India,Banned in India,2015-11-16,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-727,India,Banned in India,2017-08-07,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-728,India,Banned in India,2020-11-28,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-729,India,Banned in India,2018-08-17,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-730,India,Banned in India,2018-04-18,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-731,India,Banned in India,2005-01-09,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-732,India,Banned in India,2017-11-01,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-733,India,Banned in India,2006-12-17,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-734,India,Banned in India,2016-08-01,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-735,India,Banned in India,2012-11-23,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-736,India,Banned in India,2019-07-26,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-737,India,Banned in India,2015-04-22,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-738,India,Banned in India,2001-09-20,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-739,India,Banned in India,2010-07-30,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-740,India,Banned in India,2003-12-20,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-741,India,Banned in India,2008-10-10,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-742,India,Banned in India,2021-05-17,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-743,India,Banned in India,2016-03-18,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-744,India,Banned in India,2020-08-25,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-745,India,Banned in India,2009-10-18,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-746,India,Banned in India,2007-06-25,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-747,India,Banned in India,2024-07-15,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-748,India,Banned in India,2015-07-30,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-749,India,Banned in India,2002-03-06,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-750,India,Banned in India,2013-04-15,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-751,India,Banned in India,2003-04-21,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-752,India,Banned in India,2019-06-25,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-753,India,Banned in India,2006-07-20,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-754,India,Banned in India,2015-05-09,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-755,India,Banned in India,2023-05-14,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-756,India,Banned in India,2003-05-16,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-757,India,Banned in India,2005-01-18,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-758,India,Banned in India,2002-04-08,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-759,India,Banned in India,2015-03-05,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-760,India,Banned in India,2024-01-30,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-761,India,Banned in India,2015-04-02,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-762,India,Banned in India,2021-02-15,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-763,India,Banned in India,2020-11-01,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-764,India,Banned in India,2003-07-25,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-765,India,Banned in India,2022-05-28,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-766,India,Banned in India,2007-01-08,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
