Product_Name,Brand,Category,Country_of_Origin,Sold_In_India,Banned_In,Reason,Key_Additives,Risk_Level,Barcode
Tata Consumer Product Variant 528,Tata Consumer,Beverage,India,Yes,None,None,E202,Low,8.9098E+12
Marico Product Variant 529,Marico,Energy Drink,India,Yes,None,None,None,Low,8.90506E+12
Britannia Product Variant 530,Britannia,Breakfast Cereal,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90953E+12
Britannia Product Variant 531,Britannia,Chocolate,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90666E+12
Tata Consumer Product Variant 532,Tata Consumer,Breakfast Cereal,India,Yes,None,None,E202,Low,8.90384E+12
Nestlé India Product Variant 533,Nestlé India,Snack,India,Yes,None,None,None,Low,8.90858E+12
Parle Product Variant 534,Parle,Dairy Drink,India,Yes,None,None,E202,Low,8.90847E+12
Balaji Product Variant 535,Balaji,Snack,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90195E+12
ITC Product Variant 536,ITC,Breakfast Cereal,India,Yes,None,None,E202,Low,8.90544E+12
Paper Boat Product Variant 537,Paper Boat,Dairy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90971E+12
Tata Consumer Product Variant 538,Tata Consumer,Instant Noodles,India,Yes,None,None,E211,Low,8.9078E+12
Britannia Product Variant 539,Britannia,Instant Noodles,India,Yes,None,None,E211,Low,8.90124E+12
Nestlé India Product Variant 540,Nestlé India,Energy Drink,India,Yes,None,None,E211,Low,8.90196E+12
Parle Product Variant 541,Parle,Breakfast Cereal,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90871E+12
Tata Consumer Product Variant 542,Tata Consumer,Energy Drink,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90881E+12
Britannia Product Variant 543,Britannia,Breakfast Cereal,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90898E+12
ITC Product Variant 544,ITC,Juice,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.9094E+12
Haldiram’s Product Variant 545,Haldiram’s,Chocolate,India,Yes,None,None,E621,Low,8.90844E+12
ITC Product Variant 546,ITC,Biscuits,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90553E+12
Dabur Product Variant 547,Dabur,Beverage,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90609E+12
Paper Boat Product Variant 548,Paper Boat,Chocolate,India,Yes,None,None,E211,Low,8.90243E+12
Parle Product Variant 549,Parle,Breakfast Cereal,India,Yes,None,None,E621,Low,8.90945E+12
Nestlé India Product Variant 550,Nestlé India,Juice,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90979E+12
Balaji Product Variant 551,Balaji,Instant Noodles,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90756E+12
Haldiram’s Product Variant 552,Haldiram’s,Beverage,India,Yes,None,None,E202,Low,8.90365E+12
Haldiram’s Product Variant 553,Haldiram’s,Energy Drink,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90231E+12
Balaji Product Variant 554,Balaji,Energy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90514E+12
Britannia Product Variant 555,Britannia,Instant Noodles,India,Yes,None,None,E202,Low,8.90838E+12
Amul Product Variant 556,Amul,Energy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90504E+12
Amul Product Variant 557,Amul,Chips,India,Yes,None,None,E621,Low,8.90559E+12
Parle Product Variant 558,Parle,Snack,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90665E+12
Marico Product Variant 559,Marico,Snack,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90959E+12
ITC Product Variant 560,ITC,Snack,India,Yes,None,None,E211,Low,8.90321E+12
Haldiram’s Product Variant 561,Haldiram’s,Dessert,India,Yes,None,None,None,Low,8.90532E+12
Marico Product Variant 562,Marico,Juice,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90971E+12
ITC Product Variant 563,ITC,Juice,India,Yes,None,None,E211,Low,8.90644E+12
Parle Product Variant 564,Parle,Dairy Drink,India,Yes,None,None,None,Low,8.90675E+12
Paper Boat Product Variant 565,Paper Boat,Breakfast Cereal,India,Yes,None,None,None,Low,8.90751E+12
ITC Product Variant 566,ITC,Juice,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90862E+12
ITC Product Variant 567,ITC,Candy,India,Yes,None,None,E202,Low,8.90223E+12
Tata Consumer Product Variant 568,Tata Consumer,Dessert,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90661E+12
Amul Product Variant 569,Amul,Chips,India,Yes,None,None,E211,Low,8.90691E+12
Balaji Product Variant 570,Balaji,Biscuits,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90275E+12
ITC Product Variant 571,ITC,Chocolate,India,Yes,None,None,E202,Low,8.90739E+12
Balaji Product Variant 572,Balaji,Biscuits,India,Yes,None,None,E211,Low,8.90644E+12
ITC Product Variant 573,ITC,Candy,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90621E+12
Dabur Product Variant 574,Dabur,Biscuits,India,Yes,None,None,E621,Low,8.9076E+12
Dabur Product Variant 575,Dabur,Breakfast Cereal,India,Yes,None,None,E202,Low,8.90093E+12
Paper Boat Product Variant 576,Paper Boat,Energy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90443E+12
Marico Product Variant 577,Marico,Juice,India,Yes,None,None,None,Low,8.90389E+12
ITC Product Variant 578,ITC,Instant Noodles,India,Yes,None,None,None,Low,8.90122E+12
Britannia Product Variant 579,Britannia,Candy,India,Yes,None,None,None,Low,8.90801E+12
Parle Product Variant 580,Parle,Chocolate,India,Yes,None,None,E202,Low,8.90501E+12
ITC Product Variant 581,ITC,Biscuits,India,Yes,None,None,E211,Low,8.90397E+12
Britannia Product Variant 582,Britannia,Beverage,India,Yes,None,None,E621,Low,8.9062E+12
Britannia Product Variant 583,Britannia,Snack,India,Yes,None,None,E202,Low,8.90944E+12
Parle Product Variant 584,Parle,Snack,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90793E+12
Amul Product Variant 585,Amul,Juice,India,Yes,None,None,E202,Low,8.90113E+12
Britannia Product Variant 586,Britannia,Energy Drink,India,Yes,None,None,E202,Low,8.90336E+12
Parle Product Variant 587,Parle,Snack,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90365E+12
ITC Product Variant 588,ITC,Dessert,India,Yes,None,None,E211,Low,8.9088E+12
Parle Product Variant 589,Parle,Dairy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90318E+12
ITC Product Variant 590,ITC,Dessert,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90003E+12
Parle Product Variant 591,Parle,Chocolate,India,Yes,None,None,E202,Low,8.90537E+12
Amul Product Variant 592,Amul,Instant Noodles,India,Yes,None,None,E621,Low,8.90929E+12
Tata Consumer Product Variant 593,Tata Consumer,Dairy Drink,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90502E+12
Britannia Product Variant 594,Britannia,Instant Noodles,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90336E+12
Haldiram’s Product Variant 595,Haldiram’s,Beverage,India,Yes,None,None,E211,Low,8.90542E+12
Britannia Product Variant 596,Britannia,Instant Noodles,India,Yes,None,None,None,Low,8.90357E+12
Parle Product Variant 597,Parle,Snack,India,Yes,None,None,None,Low,8.90635E+12
Nestlé India Product Variant 598,Nestlé India,Chocolate,India,Yes,None,None,E211,Low,8.90761E+12
ITC Product Variant 599,ITC,Juice,India,Yes,None,None,E211,Low,8.90656E+12
Tata Consumer Product Variant 600,Tata Consumer,Snack,India,Yes,None,None,E621,Low,8.90971E+12
Paper Boat Product Variant 601,Paper Boat,Candy,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90119E+12
ITC Product Variant 602,ITC,Biscuits,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90479E+12
Marico Product Variant 603,Marico,Chips,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.9055E+12
Amul Product Variant 604,Amul,Biscuits,India,Yes,None,None,None,Low,8.90891E+12
Dabur Product Variant 605,Dabur,Dessert,India,Yes,None,None,E211,Low,8.90531E+12
Paper Boat Product Variant 606,Paper Boat,Instant Noodles,India,Yes,None,None,E621,Low,8.9081E+12
Amul Product Variant 607,Amul,Dessert,India,Yes,None,None,None,Low,8.90273E+12
Parle Product Variant 608,Parle,Instant Noodles,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.9056E+12
Parle Product Variant 609,Parle,Dairy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90467E+12
Haldiram’s Product Variant 610,Haldiram’s,Snack,India,Yes,None,None,E211,Low,8.90144E+12
Marico Product Variant 611,Marico,Instant Noodles,India,Yes,None,None,E621,Low,8.90594E+12
Nestlé India Product Variant 612,Nestlé India,Snack,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90154E+12
Dabur Product Variant 613,Dabur,Breakfast Cereal,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90352E+12
Marico Product Variant 614,Marico,Energy Drink,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90616E+12
Balaji Product Variant 615,Balaji,Snack,India,Yes,None,None,E202,Low,8.90657E+12
ITC Product Variant 616,ITC,Chips,India,Yes,None,None,E621,Low,8.90173E+12
Britannia Product Variant 617,Britannia,Beverage,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90784E+12
Dabur Product Variant 618,Dabur,Snack,India,Yes,None,None,E211,Low,8.9039E+12
Haldiram’s Product Variant 619,Haldiram’s,Breakfast Cereal,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90812E+12
Dabur Product Variant 620,Dabur,Biscuits,India,Yes,None,None,E621,Low,8.90169E+12
Balaji Product Variant 621,Balaji,Breakfast Cereal,India,Yes,None,None,E621,Low,8.90713E+12
Britannia Product Variant 622,Britannia,Chips,India,Yes,None,None,E202,Low,8.90245E+12
Parle Product Variant 623,Parle,Energy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90899E+12
Dabur Product Variant 624,Dabur,Biscuits,India,Yes,None,None,E211,Low,8.90889E+12
Britannia Product Variant 625,Britannia,Breakfast Cereal,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90224E+12
Dabur Product Variant 626,Dabur,Juice,India,Yes,None,None,None,Low,8.90347E+12
Amul Product Variant 627,Amul,Dessert,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90303E+12
Amul Product Variant 628,Amul,Chips,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90251E+12
Nestlé India Product Variant 629,Nestlé India,Dairy Drink,India,Yes,None,None,None,Low,8.90272E+12
Dabur Product Variant 630,Dabur,Chips,India,Yes,None,None,E211,Low,8.90489E+12
Haldiram’s Product Variant 631,Haldiram’s,Chips,India,Yes,None,None,E202,Low,8.90363E+12
Paper Boat Product Variant 632,Paper Boat,Breakfast Cereal,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90465E+12
Balaji Product Variant 633,Balaji,Chips,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90313E+12
Nestlé India Product Variant 634,Nestlé India,Instant Noodles,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90656E+12
Britannia Product Variant 635,Britannia,Juice,India,Yes,None,None,E202,Low,8.90012E+12
Parle Product Variant 636,Parle,Chips,India,Yes,None,None,None,Low,8.90268E+12
Tata Consumer Product Variant 637,Tata Consumer,Energy Drink,India,Yes,None,None,E621,Low,8.90594E+12
Haldiram’s Product Variant 638,Haldiram’s,Instant Noodles,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90599E+12
ITC Product Variant 639,ITC,Breakfast Cereal,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90816E+12
Parle Product Variant 640,Parle,Breakfast Cereal,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90633E+12
Britannia Product Variant 641,Britannia,Chips,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90201E+12
Marico Product Variant 642,Marico,Beverage,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90005E+12
Amul Product Variant 643,Amul,Snack,India,Yes,None,None,E202,Low,8.90891E+12
Tata Consumer Product Variant 644,Tata Consumer,Beverage,India,Yes,None,None,E202,Low,8.90998E+12
Haldiram’s Product Variant 645,Haldiram’s,Chocolate,India,Yes,None,None,None,Low,8.90221E+12
Paper Boat Product Variant 646,Paper Boat,Snack,India,Yes,None,None,E202,Low,8.90875E+12
Dabur Product Variant 647,Dabur,Dessert,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90631E+12
Parle Product Variant 648,Parle,Breakfast Cereal,India,Yes,None,None,E621,Low,8.90266E+12
Paper Boat Product Variant 649,Paper Boat,Chocolate,India,Yes,None,None,None,Low,8.9095E+12
Nestlé India Product Variant 650,Nestlé India,Dairy Drink,India,Yes,None,None,E202,Low,8.90582E+12
Haldiram’s Product Variant 651,Haldiram’s,Biscuits,India,Yes,None,None,E211,Low,8.9057E+12
Paper Boat Product Variant 652,Paper Boat,Chips,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90672E+12
Paper Boat Product Variant 653,Paper Boat,Snack,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90082E+12
ITC Product Variant 654,ITC,Biscuits,India,Yes,None,None,E211,Low,8.9032E+12
Amul Product Variant 655,Amul,Breakfast Cereal,India,Yes,None,None,E202,Low,8.90742E+12
Parle Product Variant 656,Parle,Energy Drink,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90868E+12
Amul Product Variant 657,Amul,Biscuits,India,Yes,None,None,None,Low,8.90308E+12
ITC Product Variant 658,ITC,Chips,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90782E+12
Amul Product Variant 659,Amul,Energy Drink,India,Yes,None,None,E621,Low,8.90963E+12
Dabur Product Variant 660,Dabur,Breakfast Cereal,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.9058E+12
Paper Boat Product Variant 661,Paper Boat,Energy Drink,India,Yes,None,None,E211,Low,8.90735E+12
Dabur Product Variant 662,Dabur,Beverage,India,Yes,None,None,E211,Low,8.90848E+12
Marico Product Variant 663,Marico,Chips,India,Yes,None,None,E211,Low,8.90102E+12
Tata Consumer Product Variant 664,Tata Consumer,Beverage,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90129E+12
Tata Consumer Product Variant 665,Tata Consumer,Chips,India,Yes,None,None,E211,Low,8.90759E+12
Balaji Product Variant 666,Balaji,Biscuits,India,Yes,EU,Artificial dye concerns,E129,Moderate,8.90136E+12
Haldiram’s Product Variant 667,Haldiram’s,Beverage,India,Yes,None,None,E211,Low,8.90418E+12
Parle Product Variant 668,Parle,Instant Noodles,India,Yes,None,None,E202,Low,8.90166E+12
Marico Product Variant 669,Marico,Energy Drink,India,Yes,None,None,E621,Low,8.90145E+12
Amul Product Variant 670,Amul,Candy,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90946E+12
Dabur Product Variant 671,Dabur,Dessert,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90487E+12
Haldiram’s Product Variant 672,Haldiram’s,Candy,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.9074E+12
ITC Product Variant 673,ITC,Dairy Drink,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90887E+12
Nestlé India Product Variant 674,Nestlé India,Beverage,India,Yes,None,None,E202,Low,8.90157E+12
Parle Product Variant 675,Parle,Energy Drink,India,Yes,None,None,E202,Low,8.90579E+12
Britannia Product Variant 676,Britannia,Dairy Drink,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90378E+12
Balaji Product Variant 677,Balaji,Candy,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90767E+12
ITC Product Variant 678,ITC,Snack,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90349E+12
Marico Product Variant 679,Marico,Candy,India,Yes,None,None,None,Low,8.90593E+12
Haldiram’s Product Variant 680,Haldiram’s,Dessert,India,Yes,None,None,None,Low,8.90445E+12
Tata Consumer Product Variant 681,Tata Consumer,Biscuits,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90991E+12
Balaji Product Variant 682,Balaji,Chocolate,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90897E+12
Haldiram’s Product Variant 683,Haldiram’s,Dessert,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.903E+12
Paper Boat Product Variant 684,Paper Boat,Dairy Drink,India,Yes,None,None,E621,Low,8.90772E+12
Nestlé India Product Variant 685,Nestlé India,Candy,India,Yes,None,None,E202,Low,8.90081E+12
Nestlé India Product Variant 686,Nestlé India,Candy,India,Yes,None,None,None,Low,8.90949E+12
Balaji Product Variant 687,Balaji,Chips,India,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90845E+12
Paper Boat Product Variant 688,Paper Boat,Biscuits,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90083E+12
Balaji Product Variant 689,Balaji,Energy Drink,India,Yes,None,None,E211,Low,8.90493E+12
Nestlé India Product Variant 690,Nestlé India,Biscuits,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90865E+12
Dabur Product Variant 691,Dabur,Dairy Drink,India,Yes,None,None,None,Low,8.90204E+12
Paper Boat Product Variant 692,Paper Boat,Candy,India,Yes,None,None,E202,Low,8.90786E+12
Parle Product Variant 693,Parle,Juice,India,Yes,None,None,E211,Low,8.90749E+12
Marico Product Variant 694,Marico,Instant Noodles,India,Yes,None,None,E211,Low,8.90247E+12
Amul Product Variant 695,Amul,Candy,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90308E+12
Balaji Product Variant 696,Balaji,Dessert,India,Yes,None,None,E211,Low,8.90285E+12
Parle Product Variant 697,Parle,Breakfast Cereal,India,Yes,None,None,E211,Low,8.90676E+12
Parle Product Variant 698,Parle,Snack,India,Yes,None,None,E621,Low,8.90576E+12
Parle Product Variant 699,Parle,Juice,India,Yes,EU,Artificial color restrictions,E110,Moderate,8.90531E+12
Tata Consumer Product Variant 700,Tata Consumer,Energy Drink,India,Yes,None,None,None,Low,8.90814E+12
Mondelez Global Variant 1,Mondelez,Breakfast Cereal,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90695E+12
Red Bull Global Variant 2,Red Bull,Chips,Japan,Yes,None,None,E621,Moderate,8.90163E+12
Ferrero Global Variant 3,Ferrero,Candy,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90834E+12
Kellogg’s Global Variant 4,Kellogg’s,Beverage,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90561E+12
Coca-Cola Global Variant 5,Coca-Cola,Energy Drink,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.9078E+12
Mondelez Global Variant 6,Mondelez,Dessert,Germany,Yes,EU,Titanium dioxide ban,E171,High,8.90508E+12
Mondelez Global Variant 7,Mondelez,Biscuits,UK,Yes,None,None,E621,Moderate,8.90308E+12
Nissin Global Variant 8,Nissin,Beverage,Italy,Yes,Norway,Nitrite health concerns,E250,High,8.90151E+12
Coca-Cola Global Variant 9,Coca-Cola,Candy,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.907E+12
Nissin Global Variant 10,Nissin,Candy,USA,Yes,EU,Artificial dye concerns,E129,Moderate,8.90679E+12
Red Bull Global Variant 11,Red Bull,Breakfast Cereal,USA,Yes,Norway,Nitrite health concerns,E250,High,8.90007E+12
Ferrero Global Variant 12,Ferrero,Beverage,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90336E+12
Kellogg’s Global Variant 13,Kellogg’s,Chips,Germany,Yes,EU,Artificial color restrictions,E110,Moderate,8.90531E+12
PepsiCo Global Variant 14,PepsiCo,Biscuits,Switzerland,Yes,None,None,E211,Moderate,8.90854E+12
Kellogg’s Global Variant 15,Kellogg’s,Instant Noodles,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90216E+12
Ferrero Global Variant 16,Ferrero,Breakfast Cereal,USA,Yes,Norway,Nitrite health concerns,E250,High,8.90358E+12
Ferrero Global Variant 17,Ferrero,Chips,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90536E+12
Kellogg’s Global Variant 18,Kellogg’s,Breakfast Cereal,South Korea,Yes,None,None,E211,Moderate,8.90612E+12
Red Bull Global Variant 19,Red Bull,Breakfast Cereal,Germany,Yes,None,None,E621,Moderate,8.90809E+12
Coca-Cola Global Variant 20,Coca-Cola,Dairy Drink,Italy,Yes,EU,Artificial dye concerns,E129,Moderate,8.90617E+12
Mondelez Global Variant 21,Mondelez,Breakfast Cereal,UK,Yes,None,None,E211,Moderate,8.90274E+12
Nissin Global Variant 22,Nissin,Juice,USA,Yes,None,None,E621,Moderate,8.90334E+12
PepsiCo Global Variant 23,PepsiCo,Snack,Switzerland,Yes,EU,Artificial dye concerns,E129,Moderate,8.90468E+12
Kellogg’s Global Variant 24,Kellogg’s,Chocolate,South Korea,Yes,None,None,E211,Moderate,8.90862E+12
Coca-Cola Global Variant 25,Coca-Cola,Chips,Italy,Yes,Norway,Nitrite health concerns,E250,High,8.90234E+12
Nissin Global Variant 26,Nissin,Chips,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90592E+12
Ferrero Global Variant 27,Ferrero,Beverage,Italy,Yes,Norway,Nitrite health concerns,E250,High,8.90061E+12
Red Bull Global Variant 28,Red Bull,Snack,UK,Yes,EU,Artificial color restrictions,E110,Moderate,8.90324E+12
Ferrero Global Variant 29,Ferrero,Candy,Italy,Yes,None,None,E621,Moderate,8.90654E+12
PepsiCo Global Variant 30,PepsiCo,Breakfast Cereal,South Korea,Yes,None,None,E211,Moderate,8.9063E+12
Coca-Cola Global Variant 31,Coca-Cola,Beverage,Italy,Yes,None,None,E211,Moderate,8.90477E+12
Mondelez Global Variant 32,Mondelez,Candy,Germany,Yes,EU,Titanium dioxide ban,E171,High,8.90795E+12
Kellogg’s Global Variant 33,Kellogg’s,Beverage,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.90285E+12
Coca-Cola Global Variant 34,Coca-Cola,Juice,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90731E+12
Mondelez Global Variant 35,Mondelez,Breakfast Cereal,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90592E+12
Coca-Cola Global Variant 36,Coca-Cola,Instant Noodles,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90909E+12
Ferrero Global Variant 37,Ferrero,Candy,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90641E+12
Mondelez Global Variant 38,Mondelez,Instant Noodles,USA,Yes,Norway,Nitrite health concerns,E250,High,8.90403E+12
Mondelez Global Variant 39,Mondelez,Energy Drink,South Korea,Yes,None,None,E211,Moderate,8.90587E+12
Mondelez Global Variant 40,Mondelez,Candy,USA,Yes,Norway,Nitrite health concerns,E250,High,8.90122E+12
PepsiCo Global Variant 41,PepsiCo,Beverage,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90534E+12
Coca-Cola Global Variant 42,Coca-Cola,Dairy Drink,South Korea,Yes,None,None,E211,Moderate,8.9028E+12
Coca-Cola Global Variant 43,Coca-Cola,Instant Noodles,Japan,Yes,EU,Artificial dye concerns,E129,Moderate,8.90799E+12
Mondelez Global Variant 44,Mondelez,Chocolate,Japan,Yes,EU,Artificial color restrictions,E110,Moderate,8.90997E+12
PepsiCo Global Variant 45,PepsiCo,Snack,Japan,Yes,None,None,E621,Moderate,8.90553E+12
Unilever Global Variant 46,Unilever,Dessert,Germany,Yes,EU,Artificial dye concerns,E129,Moderate,8.90622E+12
Mondelez Global Variant 47,Mondelez,Instant Noodles,Germany,Yes,None,None,E621,Moderate,8.90933E+12
Kellogg’s Global Variant 48,Kellogg’s,Instant Noodles,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90071E+12
Nissin Global Variant 49,Nissin,Biscuits,South Korea,Yes,None,None,E621,Moderate,8.90016E+12
Mondelez Global Variant 50,Mondelez,Biscuits,Italy,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90889E+12
PepsiCo Global Variant 51,PepsiCo,Juice,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.9013E+12
Mondelez Global Variant 52,Mondelez,Snack,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90878E+12
Kellogg’s Global Variant 53,Kellogg’s,Candy,UK,Yes,EU,Titanium dioxide ban,E171,High,8.90672E+12
Kellogg’s Global Variant 54,Kellogg’s,Chocolate,Germany,Yes,None,None,E211,Moderate,8.90557E+12
Mondelez Global Variant 55,Mondelez,Dairy Drink,Germany,Yes,None,None,E621,Moderate,8.90751E+12
Coca-Cola Global Variant 56,Coca-Cola,Instant Noodles,Italy,Yes,Norway,Nitrite health concerns,E250,High,8.90417E+12
Coca-Cola Global Variant 57,Coca-Cola,Dairy Drink,Japan,Yes,None,None,E211,Moderate,8.90013E+12
Coca-Cola Global Variant 58,Coca-Cola,Chips,Japan,Yes,EU,Artificial color restrictions,E110,Moderate,8.90218E+12
Nissin Global Variant 59,Nissin,Instant Noodles,Italy,Yes,None,None,E211,Moderate,8.90211E+12
Nissin Global Variant 60,Nissin,Snack,Japan,Yes,None,None,E621,Moderate,8.90338E+12
Red Bull Global Variant 61,Red Bull,Instant Noodles,UK,Yes,None,None,E621,Moderate,8.90454E+12
Nissin Global Variant 62,Nissin,Breakfast Cereal,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.9085E+12
Red Bull Global Variant 63,Red Bull,Dairy Drink,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.90459E+12
Mondelez Global Variant 64,Mondelez,Candy,Japan,Yes,Norway,Nitrite health concerns,E250,High,8.90169E+12
Coca-Cola Global Variant 65,Coca-Cola,Dairy Drink,USA,Yes,EU,Artificial dye concerns,E129,Moderate,8.90741E+12
Coca-Cola Global Variant 66,Coca-Cola,Snack,Japan,Yes,None,None,E211,Moderate,8.90695E+12
Mondelez Global Variant 67,Mondelez,Beverage,Germany,Yes,EU,Artificial dye concerns,E129,Moderate,8.9051E+12
Red Bull Global Variant 68,Red Bull,Biscuits,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90413E+12
Unilever Global Variant 69,Unilever,Chips,UK,Yes,None,None,E211,Moderate,8.90497E+12
PepsiCo Global Variant 70,PepsiCo,Juice,USA,Yes,Norway,Nitrite health concerns,E250,High,8.90532E+12
Mondelez Global Variant 71,Mondelez,Beverage,Italy,Yes,None,None,E621,Moderate,8.9018E+12
Ferrero Global Variant 72,Ferrero,Biscuits,South Korea,Yes,Norway,Nitrite health concerns,E250,High,8.90995E+12
PepsiCo Global Variant 73,PepsiCo,Snack,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.90941E+12
Mondelez Global Variant 74,Mondelez,Snack,Japan,Yes,Norway,Nitrite health concerns,E250,High,8.90066E+12
Red Bull Global Variant 75,Red Bull,Candy,Italy,Yes,EU,Artificial dye concerns,E129,Moderate,8.90703E+12
Unilever Global Variant 76,Unilever,Chocolate,South Korea,Yes,None,None,E211,Moderate,8.90404E+12
Red Bull Global Variant 77,Red Bull,Beverage,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90564E+12
PepsiCo Global Variant 78,PepsiCo,Candy,UK,Yes,EU,Artificial dye concerns,E129,Moderate,8.90257E+12
Kellogg’s Global Variant 79,Kellogg’s,Snack,South Korea,Yes,EU,Titanium dioxide ban,E171,High,8.90038E+12
Red Bull Global Variant 80,Red Bull,Dairy Drink,South Korea,Yes,EU,Titanium dioxide ban,E171,High,8.90974E+12
Coca-Cola Global Variant 81,Coca-Cola,Energy Drink,Germany,Yes,None,None,E211,Moderate,8.90127E+12
